row_id,order_id,customer_id,product_id,sales,quantity,discount,profit,city,state,postal_code,customer_name,segment,region,product_name,category
563,CA-2011-145576,CA-12775,FUR-FU-10004020,13.128,3,0.2,3.7743,Tampa,Florida,33614,Cynthia Arntzen,Consumer,West,Advantus Panel Wall Acrylic Frame,Furniture
564,CA-2012-130736,JF-15490,OFF-FA-10003467,3.96,2,0.0,0.0,Seattle,Washington,98105,Jeremy Farry,Consumer,West,Alliance Big Bands Rubber Bands/12/Pack,Office Supplies
565,CA-2012-130736,JF-15490,OFF-LA-10000634,2.61,1,0.0,1.2006,Seattle,Washington,98105,Jeremy Farry,Consumer,West,Avery 509,Office Supplies
566,CA-2014-137099,FP-14320,TEC-PH-10002496,374.376,3,0.2,46.797,Los Angeles,California,90008,Frank Preis,Consumer,Central,Cisco SPA301,Technology
567,CA-2014-156951,EB-13840,OFF-PA-10004530,91.84,8,0.0,45.0016,Seattle,Washington,98105,Ellis Ballard,Corporate,West,Personal Creations Ink Jet Cards and Labels,Office Supplies
568,CA-2014-156951,EB-13840,OFF-BI-10001107,81.088,7,0.2,27.3672,Seattle,Washington,98105,Ellis Ballard,Corporate,West,GBC White Gloss Covers/Plain Front,Office Supplies
569,CA-2014-156951,EB-13840,OFF-PA-10004451,19.44,3,0.0,9.3312,Seattle,Washington,98105,Ellis Ballard,Corporate,West,Xerox 222,Office Supplies
570,CA-2014-156951,EB-13840,FUR-CH-10004997,451.152,3,0.2,0.0,Seattle,Washington,98105,Ellis Ballard,Corporate,West,Hon Every-Day Series Multi-Task Chairs,Furniture
571,CA-2014-164826,JF-15415,OFF-LA-10001297,72.45,7,0.0,34.776,New York City,New York,10024,Jennifer Ferguson,Consumer,East,Avery 473,Office Supplies
572,CA-2014-164826,JF-15415,OFF-FA-10000585,13.96,4,0.0,6.4216,New York City,New York,10024,Jennifer Ferguson,Consumer,East,OIC Bulk Pack Metal Binder Clips,Office Supplies
573,CA-2014-164826,JF-15415,OFF-BI-10001922,33.264,7,0.2,11.2266,New York City,New York,10024,Jennifer Ferguson,Consumer,East,Storex Dura Pro Binders,Office Supplies
574,CA-2014-164826,JF-15415,TEC-PH-10000347,14.85,3,0.0,4.0095,New York City,New York,10024,Jennifer Ferguson,Consumer,East,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology
575,CA-2013-127250,SF-20200,OFF-AR-10003394,8.82,3,0.0,2.3814,Marysville,Washington,98270,Sarah Foster,Consumer,East,Newell 332,Office Supplies
576,CA-2012-149713,TG-21640,OFF-PA-10004530,160.72,14,0.0,78.7528,Long Beach,California,90805,Trudy Glocke,Consumer,West,Personal Creations Ink Jet Cards and Labels,Office Supplies
577,CA-2012-149713,TG-21640,OFF-PA-10001450,19.92,4,0.0,9.7608,Long Beach,California,90805,Trudy Glocke,Consumer,West,Rediform S.O.S. Phone Message Books,Office Supplies
578,CA-2012-149713,TG-21640,OFF-SU-10001574,7.3,2,0.0,2.19,Long Beach,California,90805,Trudy Glocke,Consumer,West,Acme Value Line Scissors,Office Supplies
579,CA-2014-118640,CS-11950,OFF-ST-10002974,69.712,2,0.2,8.714,Chicago,Illinois,60610,Carlos Soltero,Consumer,Central,Trav-L-File Heavy-Duty Shuttle II/Black,Office Supplies
580,CA-2014-118640,CS-11950,FUR-FU-10001475,8.792,1,0.6,-5.7148,Chicago,Illinois,60610,Carlos Soltero,Consumer,Central,Contract Clock/14/Brown,Furniture
581,CA-2012-132906,CC-12145,OFF-SU-10004498,51.52,4,0.0,1.5456,Los Angeles,California,90004,Charles Crestani,Consumer,West,Martin-Yale Premier Letter Opener,Office Supplies
582,CA-2014-145233,DV-13465,TEC-PH-10004977,470.376,3,0.2,52.9173,Denver,Colorado,80219,Dianna Vittorini,Consumer,West,GE 30524EE4,Technology
583,CA-2014-145233,DV-13465,TEC-PH-10000586,105.584,2,0.2,9.2386,Denver,Colorado,80219,Dianna Vittorini,Consumer,West,AT&T SB67148 SynJ,Technology
584,CA-2014-145233,DV-13465,OFF-AP-10000358,31.152,3,0.2,3.5046,Denver,Colorado,80219,Dianna Vittorini,Consumer,West,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies
585,CA-2014-145233,DV-13465,OFF-BI-10002764,6.783,7,0.7,-4.7481,Denver,Colorado,80219,Dianna Vittorini,Consumer,West,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies
586,CA-2014-145233,DV-13465,TEC-PH-10001254,406.368,4,0.2,30.4776,Denver,Colorado,80219,Dianna Vittorini,Consumer,West,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology
587,CA-2012-128139,BD-11725,FUR-CH-10003956,70.98,1,0.0,4.9686,Richmond,Kentucky,40475,Bruce Degenhardt,Consumer,South,Novimex High-Tech Fabric Mesh Task Chair,Furniture
588,CA-2012-128139,BD-11725,OFF-LA-10003930,294.93,3,0.0,144.5157,Richmond,Kentucky,40475,Bruce Degenhardt,Consumer,South,Dot Matrix Printer Tape Reel Labels/White/5000/Box,Office Supplies
589,US-2013-156986,ZC-21910,TEC-PH-10003800,84.784,2,0.2,-20.1362,Salem,Oregon,97301,Zuschuss Carroll,Consumer,South,i.Sound Portable Power - 8000 mAh,Technology
590,US-2013-156986,ZC-21910,OFF-PA-10002005,20.736,4,0.2,7.2576,Salem,Oregon,97301,Zuschuss Carroll,Consumer,South,Xerox 225,Office Supplies
591,US-2013-156986,ZC-21910,OFF-BI-10002498,16.821,3,0.7,-12.8961,Salem,Oregon,97301,Zuschuss Carroll,Consumer,South,Clear Mylar Reinforcing Strips,Office Supplies
592,US-2013-156986,ZC-21910,OFF-PA-10004101,10.368,2,0.2,3.6288,Salem,Oregon,97301,Zuschuss Carroll,Consumer,South,Xerox 1894,Office Supplies
593,CA-2011-135405,MS-17830,OFF-AR-10004078,9.344,2,0.2,1.168,Laredo,Texas,78041,Melanie Seite,Consumer,East,Newell 312,Office Supplies
594,CA-2011-135405,MS-17830,TEC-AC-10001266,31.2,3,0.2,9.75,Laredo,Texas,78041,Melanie Seite,Consumer,East,Memorex Micro Travel Drive 8 GB,Technology
595,CA-2011-131450,LR-16915,OFF-AP-10004708,76.12,2,0.0,22.0748,San Diego,California,92024,Lena Radford,Consumer,West,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies
596,CA-2011-131450,LR-16915,TEC-CO-10004115,1199.976,3,0.2,434.9913,San Diego,California,92024,Lena Radford,Consumer,West,Sharp AL-1530CS Digital Copier,Technology
597,CA-2011-131450,LR-16915,TEC-PH-10002398,445.96,5,0.2,55.745,San Diego,California,92024,Lena Radford,Consumer,West,AT&T 1070 Corded Phone,Technology
598,CA-2011-131450,LR-16915,FUR-FU-10001979,327.76,8,0.0,91.7728,San Diego,California,92024,Lena Radford,Consumer,West,Dana Halogen Swing-Arm Architect Lamp,Furniture
599,CA-2013-120180,TP-21130,OFF-SU-10004115,11.632,2,0.2,1.0178,Philadelphia,Pennsylvania,19134,Theone Pippenger,Consumer,South,Acme Stainless Steel Office Snips,Office Supplies
600,US-2013-100720,CK-12205,TEC-PH-10001425,143.982,3,0.4,-28.7964,Philadelphia,Pennsylvania,19120,Chloris Kastensmidt,Consumer,West,Mophie Juice Pack Helium for iPhone,Technology
601,US-2013-100720,CK-12205,TEC-PH-10003963,494.376,4,0.4,-115.3544,Philadelphia,Pennsylvania,19120,Chloris Kastensmidt,Consumer,West,GE 2-Jack Phone Line Splitter,Technology
602,US-2013-100720,CK-12205,OFF-SU-10001574,5.84,2,0.2,0.73,Philadelphia,Pennsylvania,19120,Chloris Kastensmidt,Consumer,West,Acme Value Line Scissors,Office Supplies
603,CA-2011-149958,AS-10240,OFF-ST-10001490,142.776,1,0.2,17.847,Tampa,Florida,33614,Alan Shonely,Consumer,West,Hot File 7-Pocket/Floor Stand,Office Supplies
604,CA-2011-149958,AS-10240,FUR-FU-10001756,45.696,3,0.2,5.1408,Tampa,Florida,33614,Alan Shonely,Consumer,West,Eldon Expressions Desk Accessory/Wood Photo Frame/Mahogany,Furniture
605,CA-2011-149958,AS-10240,OFF-BI-10000773,7.218,3,0.7,-5.5338,Tampa,Florida,33614,Alan Shonely,Consumer,West,Insertable Tab Post Binder Dividers,Office Supplies
606,CA-2011-149958,AS-10240,OFF-BI-10001543,43.188,4,0.7,-31.6712,Tampa,Florida,33614,Alan Shonely,Consumer,West,GBC VeloBinder Manual Binding System,Office Supplies
607,CA-2011-149958,AS-10240,OFF-PA-10002120,131.904,3,0.2,47.8152,Tampa,Florida,33614,Alan Shonely,Consumer,West,Xerox 1889,Office Supplies
608,US-2011-105767,AR-10510,OFF-BI-10000848,3.282,2,0.7,-2.6256,Philadelphia,Pennsylvania,19134,Andrew Roberts,Consumer,Central,Angle-D Ring Binders,Office Supplies
609,US-2011-105767,AR-10510,OFF-AR-10001246,21.168,9,0.2,2.3814,Philadelphia,Pennsylvania,19134,Andrew Roberts,Consumer,Central,Newell 317,Office Supplies
610,US-2011-105767,AR-10510,TEC-PH-10003092,55.188,2,0.4,-10.1178,Philadelphia,Pennsylvania,19134,Andrew Roberts,Consumer,Central,Motorola L804,Technology
611,CA-2013-161816,NB-18655,TEC-PH-10003012,369.576,3,0.2,41.5773,Dallas,Texas,75217,Nona Balk,Corporate,Central,Nortel Meridian M3904 Professional Digital phone,Technology
612,CA-2013-161816,NB-18655,OFF-LA-10004345,15.712,4,0.2,5.6956,Dallas,Texas,75217,Nona Balk,Corporate,Central,Avery 493,Office Supplies
613,CA-2013-121223,GD-14590,OFF-PA-10001204,8.448,2,0.2,2.64,Philadelphia,Pennsylvania,19143,Giulietta Dortch,Corporate,West,Xerox 1972,Office Supplies
614,CA-2013-121223,GD-14590,TEC-PH-10004667,728.946,9,0.4,-157.9383,Philadelphia,Pennsylvania,19143,Giulietta Dortch,Corporate,West,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology
615,CA-2014-138611,CK-12595,TEC-PH-10000011,119.94,10,0.4,15.992,Grove City,Ohio,43123,Clytie Kelty,Consumer,East,PureGear Roll-On Screen Protector,Technology
616,CA-2014-138611,CK-12595,OFF-BI-10002949,3.648,2,0.7,-2.7968,Grove City,Ohio,43123,Clytie Kelty,Consumer,East,Prestige Round Ring Binders,Office Supplies
617,CA-2014-117947,NG-18355,FUR-FU-10003849,40.48,2,0.0,15.7872,New York City,New York,10011,Nat Gilpin,Corporate,Central,DAX Metal Frame/Desktop/Stepped-Edge,Furniture
618,CA-2014-117947,NG-18355,FUR-FU-10000010,9.94,2,0.0,3.0814,New York City,New York,10011,Nat Gilpin,Corporate,Central,DAX Value U-Channel Document Frames/Easel Back,Furniture
619,CA-2014-117947,NG-18355,OFF-BI-10002824,107.424,9,0.2,33.57,New York City,New York,10011,Nat Gilpin,Corporate,Central,Recycled Easel Ring Binders,Office Supplies
620,CA-2014-117947,NG-18355,TEC-PH-10002538,37.91,1,0.0,10.9939,New York City,New York,10011,Nat Gilpin,Corporate,Central,Grandstream GXP1160 VoIP phone,Technology
621,CA-2014-117947,NG-18355,FUR-FU-10000521,88.02,3,0.0,27.2862,New York City,New York,10011,Nat Gilpin,Corporate,Central,Seth Thomas 14 Putty-Colored Wall Clock,Furniture
622,US-2011-111171,CA-12265,OFF-BI-10002103,8.69,5,0.8,-14.773,Chicago,Illinois,60610,Christina Anderson,Consumer,East,Cardinal Slant-D Ring Binder/Heavy Gauge Vinyl,Office Supplies
623,CA-2012-138009,SF-20965,FUR-CH-10004853,301.96,2,0.0,87.5684,Dearborn,Michigan,48126,Sylvia Foulston,Corporate,West,Global Manager's Adjustable Task Chair/Storm,Furniture
624,CA-2012-138009,SF-20965,OFF-AP-10000179,555.21,5,0.1,178.901,Dearborn,Michigan,48126,Sylvia Foulston,Corporate,West,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies
625,CA-2012-138009,SF-20965,OFF-ST-10001272,523.48,4,0.0,130.87,Dearborn,Michigan,48126,Sylvia Foulston,Corporate,West,Mini 13-1/2 Capacity Data Binder Rack/Pearl,Office Supplies
626,CA-2012-138009,SF-20965,OFF-AR-10004042,161.82,9,0.0,46.9278,Dearborn,Michigan,48126,Sylvia Foulston,Corporate,West,BOSTON Model 1800 Electric Pencil Sharpeners/Putty/Woodgrain,Office Supplies
627,CA-2014-163020,MO-17800,FUR-FU-10000221,35.56,7,0.0,12.0904,New York City,New York,10009,Meg O'Connel,Home Office,South,Master Caster Door Stop/Brown,Furniture
628,CA-2014-153787,AT-10735,OFF-AP-10001563,97.16,2,0.0,28.1764,Seattle,Washington,98115,Annie Thurman,Consumer,South,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies
629,CA-2014-133431,LC-17140,OFF-BI-10000605,15.24,5,0.2,5.1435,San Francisco,California,94122,Logan Currie,Consumer,South,Acco Pressboard Covers with Storage Hooks/9 1/2 x 11/Executive Red,Office Supplies
630,CA-2014-133431,LC-17140,OFF-PA-10002615,13.23,3,0.0,6.0858,San Francisco,California,94122,Logan Currie,Consumer,South,Ampad Gold Fibre Wirebound Steno Books/6 x 9/Gregg Ruled,Office Supplies
631,US-2013-135720,FM-14380,OFF-ST-10001963,243.384,3,0.2,-51.7191,Aurora,Colorado,80013,Fred McMath,Consumer,South,Tennsco Regal Shelving Units,Office Supplies
632,US-2013-135720,FM-14380,TEC-AC-10001267,119.8,5,0.2,29.95,Aurora,Colorado,80013,Fred McMath,Consumer,South,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology
633,US-2013-135720,FM-14380,TEC-PH-10002103,300.768,4,0.2,30.0768,Aurora,Colorado,80013,Fred McMath,Consumer,South,Jabra SPEAK 410,Technology
634,CA-2014-144694,BD-11605,TEC-AC-10002857,17.88,3,0.2,2.4585,Miami,Florida,33180,Brian Dahlen,Consumer,South,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc/1/Pack,Technology
635,CA-2014-144694,BD-11605,OFF-LA-10003930,235.944,3,0.2,85.5297,Miami,Florida,33180,Brian Dahlen,Consumer,South,Dot Matrix Printer Tape Reel Labels/White/5000/Box,Office Supplies
636,CA-2012-168004,DJ-13420,FUR-CH-10001482,392.94,3,0.0,43.2234,Warner Robins,Georgia,31088,Denny Joy,Corporate,West,Office Star - Mesh Screen back chair with Vinyl seat,Furniture
637,US-2013-123470,ME-17725,OFF-BI-10001989,18.882,3,0.7,-13.8468,Aurora,Colorado,80013,Max Engle,Consumer,West,Premium Transparent Presentation Covers by GBC,Office Supplies
638,US-2013-123470,ME-17725,OFF-AP-10003287,122.328,3,0.2,12.2328,Aurora,Colorado,80013,Max Engle,Consumer,West,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies
639,CA-2013-115917,RB-19465,FUR-FU-10000576,1049.2,5,0.0,272.792,Vallejo,California,94591,Rick Bensley,Home Office,West,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture
640,CA-2013-115917,RB-19465,OFF-BI-10004728,15.424,4,0.2,5.0128,Vallejo,California,94591,Rick Bensley,Home Office,West,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies
641,CA-2013-147067,JD-16150,FUR-FU-10000732,18.84,3,0.0,6.0288,Minneapolis,Minnesota,55407,Justin Deggeller,Corporate,Central,Eldon 200 Class Desk Accessories,Furniture
642,CA-2014-167913,JL-15835,OFF-ST-10000585,330.4,2,0.0,85.904,Mission Viejo,California,92691,John Lee,Consumer,East,Economy Rollaway Files,Office Supplies
643,CA-2014-167913,JL-15835,OFF-LA-10002787,26.25,7,0.0,12.6,Mission Viejo,California,92691,John Lee,Consumer,East,Avery 480,Office Supplies
644,CA-2014-106103,SC-20305,TEC-AC-10003832,132.52,4,0.0,54.3332,Rochester Hills,Michigan,48307,Sean Christensen,Consumer,Central,Logitech P710e Mobile Speakerphone,Technology
645,US-2014-127719,TW-21025,OFF-PA-10001934,6.48,1,0.0,3.1752,Plainfield,New Jersey,7060,Tamara Willingham,Home Office,West,Xerox 1993,Office Supplies
646,CA-2014-126221,CC-12430,OFF-AP-10002457,209.3,2,0.0,56.511,Columbus,Indiana,47201,Chuck Clark,Home Office,West,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum/Red,Office Supplies
647,CA-2013-103947,BB-10990,OFF-FA-10003112,31.56,5,0.2,9.8625,Sierra Vista,Arizona,85635,Barry Blumstein,Corporate,East,Staples,Office Supplies
648,CA-2013-103947,BB-10990,OFF-AP-10002350,30.144,2,0.2,3.0144,Sierra Vista,Arizona,85635,Barry Blumstein,Corporate,East,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies
649,CA-2013-160745,AR-10825,FUR-FU-10001935,14.8,4,0.0,6.068,Vancouver,Washington,98661,Anthony Rawles,Corporate,Central,3M Hangers With Command Adhesive,Furniture
650,CA-2013-160745,AR-10825,TEC-PH-10003273,302.376,3,0.2,22.6782,Vancouver,Washington,98661,Anthony Rawles,Corporate,Central,AT&T TR1909W,Technology
651,CA-2013-160745,AR-10825,TEC-AC-10001142,316.0,4,0.0,31.6,Vancouver,Washington,98661,Anthony Rawles,Corporate,Central,First Data FD10 PIN Pad,Technology
652,CA-2013-132661,SR-20740,OFF-PA-10000482,379.4,10,0.0,178.318,New York City,New York,10024,Steven Roelle,Home Office,Central,Snap-A-Way Black Print Carbonless Ruled Speed Letter/Triplicate,Office Supplies
653,CA-2014-140844,AR-10405,OFF-PA-10003892,97.82,2,0.0,45.9754,New York City,New York,10035,Allen Rosenblatt,Corporate,Central,Xerox 1943,Office Supplies
654,CA-2014-140844,AR-10405,TEC-AC-10001101,103.12,8,0.0,10.312,New York City,New York,10035,Allen Rosenblatt,Corporate,Central,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology
655,CA-2013-137239,CR-12730,OFF-AP-10002439,113.552,2,0.2,8.5164,Columbus,Ohio,43229,Craig Reiter,Consumer,East,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies
656,CA-2013-137239,CR-12730,OFF-BI-10002827,3.318,2,0.7,-2.6544,Columbus,Ohio,43229,Craig Reiter,Consumer,East,Avery Durable Poly Binders,Office Supplies
657,CA-2013-137239,CR-12730,OFF-EN-10002230,134.288,2,0.2,45.3222,Columbus,Ohio,43229,Craig Reiter,Consumer,East,Airmail Envelopes,Office Supplies
658,US-2013-156097,EH-14125,FUR-CH-10001215,701.372,2,0.3,-50.098,Aurora,Illinois,60505,Eugene Hildebrand,Home Office,South,Global Troy Executive Leather Low-Back Tilter,Furniture
659,US-2013-156097,EH-14125,OFF-BI-10004654,2.308,2,0.8,-3.462,Aurora,Illinois,60505,Eugene Hildebrand,Home Office,South,VariCap6 Expandable Binder,Office Supplies
660,CA-2012-146563,CB-12025,OFF-ST-10001490,999.432,7,0.2,124.929,Arlington,Texas,76017,Cassandra Brandow,Consumer,South,Hot File 7-Pocket/Floor Stand,Office Supplies
661,CA-2012-146563,CB-12025,OFF-ST-10001511,724.08,14,0.2,-135.765,Arlington,Texas,76017,Cassandra Brandow,Consumer,South,Space Solutions Commercial Steel Shelving,Office Supplies
662,CA-2012-146563,CB-12025,FUR-TA-10001768,918.785,5,0.3,-118.1295,Arlington,Texas,76017,Cassandra Brandow,Consumer,South,Hon Racetrack Conference Tables,Furniture
663,CA-2012-146563,CB-12025,OFF-BI-10003981,2.724,3,0.8,-4.2222,Arlington,Texas,76017,Cassandra Brandow,Consumer,South,Avery Durable Plastic 1 Binders,Office Supplies
664,CA-2013-123666,SP-20545,OFF-ST-10001522,459.95,5,0.0,18.398,New York City,New York,10011,Sibella Parks,Corporate,Central,Gould Plastics 18-Pocket Panel Bin/34w x 5-1/4d x 20-1/2h,Office Supplies
665,CA-2013-143308,RC-19825,OFF-FA-10000621,10.74,3,0.0,5.2626,Louisville,Kentucky,40214,Roy Collins,Consumer,Central,OIC Colored Binder Clips/Assorted Sizes,Office Supplies
666,CA-2014-132682,TH-21235,OFF-SU-10004231,23.76,3,0.2,2.079,Dallas,Texas,75081,Tiffany House,Corporate,West,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies
667,CA-2014-132682,TH-21235,OFF-PA-10000474,85.056,3,0.2,28.7064,Dallas,Texas,75081,Tiffany House,Corporate,West,Staples,Office Supplies
668,CA-2014-132682,TH-21235,TEC-PH-10004042,381.576,3,0.2,28.6182,Dallas,Texas,75081,Tiffany House,Corporate,West,ClearOne Communications CHAT 70 OC Speaker Phone,Technology
669,CA-2011-156314,RP-19390,FUR-FU-10003096,30.36,5,0.2,8.7285,Cleveland,Ohio,44105,Resi Pölking,Consumer,Central,Master Giant Foot Doorstop/Safety Yellow,Furniture
670,US-2014-106663,MO-17800,FUR-FU-10002759,23.976,3,0.6,-14.3856,Chicago,Illinois,60653,Meg O'Connel,Home Office,South,12-1/2 Diameter Round Wall Clock,Furniture
671,US-2014-106663,MO-17800,FUR-TA-10000688,108.925,1,0.5,-71.8905,Chicago,Illinois,60653,Meg O'Connel,Home Office,South,Chromcraft Bull-Nose Wood Round Conference Table Top/Wood Base,Furniture
672,US-2014-106663,MO-17800,OFF-PA-10002377,36.352,8,0.2,11.36,Chicago,Illinois,60653,Meg O'Connel,Home Office,South,Adams Telephone Message Book W/Dividers/Space For Phone Numbers/5 1/4X8 1/2/200/Messages,Office Supplies
673,CA-2014-111178,TD-20995,OFF-AR-10001954,19.56,5,0.2,1.7115,Quincy,Illinois,62301,Tamara Dahlen,Consumer,East,Newell 331,Office Supplies
674,CA-2014-130351,RB-19570,OFF-AP-10004532,61.44,3,0.0,16.5888,Columbus,Indiana,47201,Rob Beeghly,Consumer,Central,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies
675,CA-2014-130351,RB-19570,OFF-PA-10002137,38.9,5,0.0,17.505,Columbus,Indiana,47201,Rob Beeghly,Consumer,Central,Southworth 100% Résumé Paper/24lb.,Office Supplies
676,CA-2014-130351,RB-19570,TEC-AC-10003832,99.39,3,0.0,40.7499,Columbus,Indiana,47201,Rob Beeghly,Consumer,Central,Logitech P710e Mobile Speakerphone,Technology
677,US-2014-119438,CD-11980,OFF-AP-10000804,2.688,3,0.8,-7.392,Tyler,Texas,75701,Carol Darley,Consumer,Central,Hoover Portapower Portable Vacuum,Office Supplies
678,US-2014-119438,CD-11980,TEC-AC-10003614,27.816,3,0.2,4.5201,Tyler,Texas,75701,Carol Darley,Consumer,Central,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc/10/Pack,Technology
679,US-2014-119438,CD-11980,FUR-FU-10003553,82.524,3,0.6,-41.262,Tyler,Texas,75701,Carol Darley,Consumer,Central,Howard Miller 13-1/2 Diameter Rosebrook Wall Clock,Furniture
680,US-2014-119438,CD-11980,OFF-BI-10004632,182.994,3,0.8,-320.2395,Tyler,Texas,75701,Carol Darley,Consumer,Central,GBC Binding covers,Office Supplies
681,CA-2013-164511,DJ-13630,OFF-BI-10003305,14.352,3,0.2,4.6644,New York City,New York,10024,Doug Jacobs,Consumer,West,Avery Hanging File Binders,Office Supplies
682,CA-2013-164511,DJ-13630,OFF-ST-10002583,64.96,2,0.0,2.5984,New York City,New York,10024,Doug Jacobs,Consumer,West,Fellowes Neat Ideas Storage Cubes,Office Supplies
683,CA-2013-164511,DJ-13630,OFF-ST-10004507,68.6,4,0.0,18.522,New York City,New York,10024,Doug Jacobs,Consumer,West,Advantus Rolling Storage Box,Office Supplies
684,US-2014-168116,GT-14635,TEC-MA-10004125,7999.98,4,0.5,-3839.9904,Burlington,North Carolina,27217,Grant Thornton,Corporate,South,Cubify CubeX 3D Printer Triple Head Print,Technology
685,US-2014-168116,GT-14635,OFF-AP-10002457,167.44,2,0.2,14.651,Burlington,North Carolina,27217,Grant Thornton,Corporate,South,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum/Red,Office Supplies
686,CA-2011-157784,MC-17845,TEC-AC-10003911,479.97,3,0.0,163.1898,Jackson,Mississippi,39212,Michael Chen,Consumer,West,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology
687,CA-2011-157784,MC-17845,OFF-LA-10001934,14.62,2,0.0,6.8714,Jackson,Mississippi,39212,Michael Chen,Consumer,West,Avery 516,Office Supplies
688,CA-2011-157784,MC-17845,OFF-PA-10000304,19.44,3,0.0,9.3312,Jackson,Mississippi,39212,Michael Chen,Consumer,West,Xerox 1995,Office Supplies
689,CA-2014-161480,RA-19285,FUR-BO-10004015,191.984,2,0.2,4.7996,New York City,New York,10035,Ralph Arnett,Consumer,South,Bush Andora Bookcase/Maple/Graphite Gray Finish,Furniture
690,US-2011-117135,NP-18325,FUR-FU-10004071,104.01,1,0.0,14.5614,Waynesboro,Virginia,22980,Naresj Patel,Consumer,West,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture
691,US-2011-117135,NP-18325,TEC-PH-10002033,284.82,1,0.0,74.0532,Waynesboro,Virginia,22980,Naresj Patel,Consumer,West,Konftel 250 Conference phone - Charcoal black,Technology
692,US-2011-117135,NP-18325,OFF-ST-10002444,36.84,3,0.0,10.3152,Waynesboro,Virginia,22980,Naresj Patel,Consumer,West,Recycled Eldon Regeneration Jumbo File,Office Supplies
693,CA-2012-131534,AB-10165,TEC-AC-10002253,166.24,1,0.0,24.936,Los Angeles,California,90036,Alan Barnes,Consumer,East,Imation Bio 8GB USB Flash Drive Imation Corp,Technology
694,CA-2012-131534,AB-10165,OFF-PA-10000743,33.4,5,0.0,16.032,Los Angeles,California,90036,Alan Barnes,Consumer,East,Xerox 1977,Office Supplies
695,CA-2012-119291,JO-15550,OFF-AR-10003373,198.272,8,0.2,17.3488,Chester,Pennsylvania,19013,Jesus Ocampo,Home Office,West,Boston School Pro Electric Pencil Sharpener/1670,Office Supplies
696,CA-2012-119291,JO-15550,OFF-LA-10002312,47.36,4,0.2,17.76,Chester,Pennsylvania,19013,Jesus Ocampo,Home Office,West,Avery 490,Office Supplies
697,CA-2012-119291,JO-15550,OFF-EN-10000927,200.984,7,0.2,62.8075,Chester,Pennsylvania,19013,Jesus Ocampo,Home Office,West,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies
698,CA-2012-119291,JO-15550,OFF-LA-10003510,97.696,4,0.2,31.7512,Chester,Pennsylvania,19013,Jesus Ocampo,Home Office,West,Avery 4027 File Folder Labels for Dot Matrix Printers/5000 Labels per Box/White,Office Supplies
699,CA-2012-119291,JO-15550,OFF-AR-10001118,2.696,1,0.2,0.8088,Chester,Pennsylvania,19013,Jesus Ocampo,Home Office,West,Binney & Smith Crayola Metallic Crayons/16-Color Pack,Office Supplies
700,CA-2012-119291,JO-15550,OFF-BI-10001575,18.588,2,0.7,-13.6312,Chester,Pennsylvania,19013,Jesus Ocampo,Home Office,West,GBC Linen Binding Covers,Office Supplies
701,CA-2012-119291,JO-15550,OFF-BI-10001982,4.896,3,0.7,-3.4272,Chester,Pennsylvania,19013,Jesus Ocampo,Home Office,West,Wilson Jones Custom Binder Spines & Labels,Office Supplies
702,CA-2014-114552,Dl-13600,FUR-FU-10002960,15.072,3,0.2,4.1448,Cleveland,Ohio,44105,Dorris liebe,Corporate,West,Eldon 200 Class Desk Accessories/Burgundy,Furniture
703,CA-2013-163755,AS-10285,FUR-FU-10003394,209.88,3,0.0,35.6796,Seattle,Washington,98103,Alejandro Savely,Corporate,West,Tenex The Solids Textured Chair Mats,Furniture
704,CA-2012-142027,JK-15370,FUR-TA-10002774,369.912,3,0.2,-13.8717,Long Beach,California,90805,Jay Kimmel,Consumer,West,Laminate Occasional Tables,Furniture
705,CA-2011-138527,BN-11470,OFF-PA-10001800,10.368,2,0.2,3.6288,Cary,North Carolina,27511,Brad Norvell,Corporate,West,Xerox 220,Office Supplies
